spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames
2Az30cWGwvOHpsI0eMSwTQ,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Alan Jackson - There Is Power In The Blood.mp3,DataSets\img\Alan Jackson - There Is Power In The Blood.npy,128.0,8915.0
7EUSByOz1UUx78lLDxfxRQ,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\YUI - again.mp3,DataSets\img\YUI - again.npy,128.0,25756.0
3kg2Mpbpao0bUGHxtKDMCK,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Lena Raine - Exhale.mp3,DataSets\img\Lena Raine - Exhale.npy,128.0,14085.0
3v6ClatJ2nG0TIpfL3HwY1,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Renaud - Morgane de toi.mp3,DataSets\img\Renaud - Morgane de toi.npy,128.0,20981.0
205HNJ73cgpC0LAOnuQiWT,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\Kofs - Bande organisée.mp3,DataSets\img\Kofs - Bande organisée.npy,128.0,37381.0
7mrxyr7hNwU2aq56Jr735W,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Gareth Coker - Separated by the Storm.mp3,DataSets\img\Gareth Coker - Separated by the Storm.npy,128.0,22705.0
6HZILIRieu8S0iqY8kIKhj,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Kendrick Lamar - DNA..mp3,DataSets\img\Kendrick Lamar - DNA..npy,128.0,18666.0
4npOigvIBuT6ui5gwjGdhf,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Koba LaD - Doudou.mp3,DataSets\img\Koba LaD - Doudou.npy,128.0,10059.0
0ah6qyhi2jlBP6D7JLxZrt,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Sampha - Plastic 100°C.mp3,DataSets\img\Sampha - Plastic 100°C.npy,128.0,31618.0
6NEoeBLQbOMw92qMeLfI40,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\BLACKPINK - WHISTLE.mp3,DataSets\img\BLACKPINK - WHISTLE.npy,128.0,21156.0
3JuVcIgT9s0uvbmuQCyClB,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Jul - Alors la zone.mp3,DataSets\img\Jul - Alors la zone.npy,128.0,20500.0
0Wr98MVkENZXddiLB3bPb0,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Louise Attaque - J't'emmène au vent.mp3,DataSets\img\Louise Attaque - J't'emmène au vent.npy,128.0,10370.0
7iTwZ8bxJRgX6HfkVdDa2D,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Rita Payés - Quien lo diría.mp3,DataSets\img\Rita Payés - Quien lo diría.npy,128.0,33457.0
73ik3a517Lz2W7eLWejapJ,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Brad Mehldau - Exit Music.mp3,DataSets\img\Brad Mehldau - Exit Music.npy,128.0,26393.0
414J8tKHbtF16XOiHGBEso,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Mulatu Astatke - Tezeta (Nostalgia).mp3,DataSets\img\Mulatu Astatke - Tezeta (Nostalgia).npy,128.0,37665.0
7qiZfU4dY1lWllzX7mPBI3,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Ed Sheeran - Shape of You.mp3,DataSets\img\Ed Sheeran - Shape of You.npy,128.0,23499.0
0bSDmsm7ojCzxcFVrVXFye,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Shaka Ponk - Hombre Que Soy - 2020.mp3,DataSets\img\Shaka Ponk - Hombre Que Soy - 2020.npy,128.0,20981.0
6IAc8O7MiS2lJiTabpjC7S,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Mathieu Fiset - Chick's Pain.mp3,DataSets\img\Mathieu Fiset - Chick's Pain.npy,128.0,53012.0
2e9Sa881KIjKK0y86iNZ6C,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Claude François - Alexandrie Alexandra.mp3,DataSets\img\Claude François - Alexandrie Alexandra.npy,128.0,26216.0
02d1E4NRuh7OEQO4vCb9PD,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Lady Gaga - Marry The Night.mp3,DataSets\img\Lady Gaga - Marry The Night.npy,128.0,14881.0
03y045SZqaC94yfXl1cU4E,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Soso Maness - Petrouchka (feat. PLK).mp3,DataSets\img\Soso Maness - Petrouchka (feat. PLK).npy,128.0,18831.0
7BlRb7kBQxl2qxQBq6JBSB,Music-Mouv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\James Arthur - Supposed.mp3,DataSets\img\James Arthur - Supposed.npy,128.0,23188.0
4Yrv2ZSIyF9NqNDkHcBZBW,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Jul - Wesh alors.mp3,DataSets\img\Jul - Wesh alors.npy,128.0,20615.0
6cPyTS0Kk2sc4xQwC93kOg,Music-Mouv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\The Chainsmokers - Break Up Every Night.mp3,DataSets\img\The Chainsmokers - Break Up Every Night.npy,128.0,26184.0
4g0kyRLFKBYFxDF1vCxj8v,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Sexion d'Assaut - Wati by Night.mp3,DataSets\img\Sexion d'Assaut - Wati by Night.npy,128.0,24884.0
3xf9GbVqLnDgL2x0xztcTV,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Lacrim - A.W.A.mp3,DataSets\img\Lacrim - A.W.A.npy,128.0,16266.0
4EFb9FhLyFiDbYKwBwDZre,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Electric Callboy - We Got the Moves.mp3,DataSets\img\Electric Callboy - We Got the Moves.npy,128.0,21676.0
64OgeRsJxn4p3Ed9khDFA9,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Rise Against - Entertainment.mp3,DataSets\img\Rise Against - Entertainment.npy,128.0,12073.0
288dVpSCtcRn5nveawFJTj,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\MHD - A Kele Nta.mp3,DataSets\img\MHD - A Kele Nta.npy,128.0,21260.0
4aGUHPTULXRB0udBu1w38A,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Fit For A King - Disease.mp3,DataSets\img\Fit For A King - Disease.npy,128.0,17076.0
1MTQHCpraD4S8g5PAFKzoj,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Limp Bizkit - Behind Blue Eyes.mp3,DataSets\img\Limp Bizkit - Behind Blue Eyes.npy,128.0,15190.0
4yy7qdzDVe8zpGtHJxycBt,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Placebo - Drag.mp3,DataSets\img\Placebo - Drag.npy,128.0,20108.0
3ZF9W9EJ5NkqbxH6sjvEoJ,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Julien Doré - Coco Câline.mp3,DataSets\img\Julien Doré - Coco Câline.npy,128.0,26294.0
6bVB2MGR7LcotAIB1vfpw6,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\The Smashing Pumpkins - Ava Adore.mp3,DataSets\img\The Smashing Pumpkins - Ava Adore.npy,128.0,14560.0
2HVCLZ6dMDelXhloO5sAjV,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\System Of A Down - Ego Brain.mp3,DataSets\img\System Of A Down - Ego Brain.npy,128.0,20187.0
3wfQEIvOfeVkXgGZogK3gL,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\RIDSA - Santa Maria.mp3,DataSets\img\RIDSA - Santa Maria.npy,128.0,19037.0
3UrDYCWfY6fTsiA63NNL27,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Jackson Browne - Running on Empty.mp3,DataSets\img\Jackson Browne - Running on Empty.npy,128.0,29189.0
0gMywbX34eJ7W8RW7i2Qo3,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Aya Nakamura - Ça fait mal.mp3,DataSets\img\Aya Nakamura - Ça fait mal.npy,128.0,15367.0
7dQd7DE1UbB179Fnr9kS1l,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Marillion - Heart of Lothian - 2017 Remaster.mp3,DataSets\img\Marillion - Heart of Lothian - 2017 Remaster.npy,128.0,24460.0
2jffEzKCBXUGUx60BeTt7Z,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Genesis - Dreaming While You Sleep - 2007 Digital Remaster.mp3,DataSets\img\Genesis - Dreaming While You Sleep - 2007 Digital Remaster.npy,128.0,43679.0
6Tio0ZoDeSQnI7EBAqWer2,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\P!nk - Cover Me In Sunshine.mp3,DataSets\img\P!nk - Cover Me In Sunshine.npy,128.0,15644.0
58PwCUkHNkODqp2tCehNSP,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Timal - Filtré.mp3,DataSets\img\Timal - Filtré.npy,128.0,9646.0
6RXHipTclQenO0vKFeGZYi,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Jul - La miss.mp3,DataSets\img\Jul - La miss.npy,128.0,29876.0
07qlsG6DYRLBbovwca9Vbr,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Michael Schulte - You Let Me Walk Alone.mp3,DataSets\img\Michael Schulte - You Let Me Walk Alone.npy,128.0,17624.0
76yv2Tw0YoHamH32IsIip8,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\DA Uzi - On se reverra plus (feat. Gazo).mp3,DataSets\img\DA Uzi - On se reverra plus (feat. Gazo).npy,128.0,17904.0
68fTgSHZ3vAdpFx0pcfMer,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Tyrone Wells - Time of Our Lives.mp3,DataSets\img\Tyrone Wells - Time of Our Lives.npy,128.0,24884.0
5cqLFudVQryezmVFmmyRJN,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Aya Nakamura - Dégaine (feat. Damso).mp3,DataSets\img\Aya Nakamura - Dégaine (feat. Damso).npy,128.0,20876.0
28XVkwY5IaEmQ9gl48cFtc,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Imagine Dragons - One Day.mp3,DataSets\img\Imagine Dragons - One Day.npy,128.0,8515.0
4TP2Sr5pN3N22t0DRoC3XQ,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Nekfeu - Martin Eden.mp3,DataSets\img\Nekfeu - Martin Eden.npy,128.0,16446.0
6yeRgCv8nriUNCK7PDaBBi,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Kendji Girac - Si je pars.mp3,DataSets\img\Kendji Girac - Si je pars.npy,128.0,13792.0
3OYZWMm5m2DEwq2Tc1ukTh,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Slipknot - The Heretic Anthem.mp3,DataSets\img\Slipknot - The Heretic Anthem.npy,128.0,25409.0
465QB2MGS6q6rDOpaS2e6q,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Soprano - Clown.mp3,DataSets\img\Soprano - Clown.npy,128.0,25166.0
2QjOHCTQ1Jl3zawyYOpxh6,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\The Neighbourhood - Sweater Weather.mp3,DataSets\img\The Neighbourhood - Sweater Weather.npy,128.0,24003.0
3f57KXCQHZrAl1LSPeggqV,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Selah Sue - Wanted You to Know.mp3,DataSets\img\Selah Sue - Wanted You to Know.npy,128.0,20652.0
3McVJ4pdwNMP4RJtsJAogG,Music-Mouv,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Yuksek - Always On The Run.mp3,DataSets\img\Yuksek - Always On The Run.npy,128.0,12635.0
00h6syYCxPKVsInPHXhdZ1,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Panic! At The Disco - Sarah Smiles.mp3,DataSets\img\Panic! At The Disco - Sarah Smiles.npy,128.0,21331.0
0SKNkEMV313mE6oYsgVCgm,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Jul - J'oublie tout.mp3,DataSets\img\Jul - J'oublie tout.npy,128.0,31686.0
6FgoXztd4u1QXyKzNaeGd4,Music-Mouv,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\NateWantsToBattle - Branded.mp3,DataSets\img\NateWantsToBattle - Branded.npy,128.0,19706.0
7vLSr5xZgifxkAle3HrLdr,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Calogero - Je joue de la musique.mp3,DataSets\img\Calogero - Je joue de la musique.npy,128.0,12606.0
0BfgFi5DedehpKzMJrqABI,Music-Mouv,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Set It Off - Kill the Lights.mp3,DataSets\img\Set It Off - Kill the Lights.npy,128.0,16611.0
3PbKYLgXyZc3yZJBOS1nVn,Music-Mouv,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Bloodywood - Gaddaar.mp3,DataSets\img\Bloodywood - Gaddaar.npy,128.0,30087.0
1jO4l4FhDK46ccYxBlSf4h,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\TRUST - Antisocial.mp3,DataSets\img\TRUST - Antisocial.npy,128.0,30646.0
3XPQbWNieauipBXvJCToeI,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Lara Fabian - Il Existe Un Endroit.mp3,DataSets\img\Lara Fabian - Il Existe Un Endroit.npy,128.0,21187.0
2Xmngyu2TzYsxnleGTHq1D,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Invisible - Los Libros de la Buena Memoria.mp3,DataSets\img\Invisible - Los Libros de la Buena Memoria.npy,128.0,31025.0
6qlpXtA29VcxCNgLWR5IWx,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Céline Dion - Pour que tu m'aimes encore.mp3,DataSets\img\Céline Dion - Pour que tu m'aimes encore.npy,128.0,25035.0
7mZ9gL6I7v15YPoP82Hvov,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Hubert-Félix Thiéfaine - Une fille au rhésus négatif.mp3,DataSets\img\Hubert-Félix Thiéfaine - Une fille au rhésus négatif.npy,128.0,20774.0
3QZ7uX97s82HFYSmQUAN1D,Music-Mouv,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Rush - Tom Sawyer.mp3,DataSets\img\Rush - Tom Sawyer.npy,128.0,15453.0
05SBRd4fXgn8FX7bf8BCAE,MuVi,0.0714285714285714,0.0238095238095238,0.1666666666666666,0.119047619047619,0.1428571428571428,0.1666666666666666,0.1666666666666666,0.0714285714285714,0.0714285714285714,DataSets\audio\Calvin Harris - I Need Your Love (feat. Ellie Goulding).mp3,DataSets\img\Calvin Harris - I Need Your Love (feat. Ellie Goulding).npy,128.0,22684.0
03UrZgTINDqvnUMbbIMhql,MuVi,0.1111111111111111,0.0185185185185185,0.0555555555555555,0.0925925925925925,0.0555555555555555,0.2222222222222222,0.1481481481481481,0.1666666666666667,0.1296296296296296,DataSets\audio\PSY - Gangnam Style (강남스타일).mp3,DataSets\img\PSY - Gangnam Style (강남스타일).npy,128.0,12347.0
0n4bITAu0Y0nigrz3MFJMb,MuVi,0.1066666666666666,0.1866666666666666,0.0533333333333333,0.0266666666666666,0.04,0.2133333333333333,0.08,0.1599999999999999,0.1333333333333333,DataSets\audio\Robin Thicke - Blurred Lines.mp3,DataSets\img\Robin Thicke - Blurred Lines.npy,128.0,15289.0
3bC1ahPIYt1btJzSSEyyrF,MuVi,0.1196581196581196,0.0512820512820512,0.1367521367521367,0.1709401709401709,0.0769230769230769,0.1367521367521367,0.1538461538461538,0.0854700854700854,0.0683760683760683,DataSets\audio\Flo Rida - Whistle.mp3,DataSets\img\Flo Rida - Whistle.npy,128.0,22548.0
6YUTL4dYpB9xZO5qExPf05,MuVi,0.0253164556962025,0.050632911392405,0.1265822784810126,0.1012658227848101,0.1139240506329114,0.1772151898734177,0.2531645569620253,0.050632911392405,0.1012658227848101,DataSets\audio\Calvin Harris - Summer.mp3,DataSets\img\Calvin Harris - Summer.npy,128.0,22203.0
3hlksXnvbKogFdPbpO9vel,MuVi,0.1372549019607843,0.0392156862745098,0.0588235294117647,0.0588235294117647,0.0,0.3137254901960785,0.2941176470588235,0.0,0.0980392156862745,DataSets\audio\Nicki Minaj - Super Bass.mp3,DataSets\img\Nicki Minaj - Super Bass.npy,128.0,11321.0
7MmG8p0F9N3C4AXdK6o6Eb,MuVi,0.0659340659340659,0.1098901098901098,0.0439560439560439,0.1318681318681318,0.0989010989010989,0.1978021978021978,0.1758241758241758,0.1318681318681318,0.0439560439560439,DataSets\audio\Calvin Harris - Outside (feat. Ellie Goulding).mp3,DataSets\img\Calvin Harris - Outside (feat. Ellie Goulding).npy,128.0,22611.0
0COqiPhxzoWICwFCS4eZcp,MuVi,0.0476190476190476,0.119047619047619,0.0238095238095238,0.1428571428571428,0.0714285714285714,0.2380952380952381,0.1666666666666666,0.119047619047619,0.0714285714285714,DataSets\audio\Evanescence - Bring Me To Life.mp3,DataSets\img\Evanescence - Bring Me To Life.npy,128.0,13298.0
3avYqdwHKEq8beXbeWCKqJ,MuVi,0.0277777777777777,0.0833333333333333,0.0555555555555555,0.3055555555555556,0.0833333333333333,0.0277777777777777,0.1666666666666666,0.1388888888888888,0.1111111111111111,DataSets\audio\Katy Perry - Last Friday Night (T.G.I.F.).mp3,DataSets\img\Katy Perry - Last Friday Night (T.G.I.F.).npy,128.0,13614.0
5vL0yvddknhGj7IrBc6UTj,MuVi,0.1176470588235294,0.0705882352941176,0.0705882352941176,0.1176470588235294,0.0352941176470588,0.1647058823529411,0.1647058823529411,0.1647058823529411,0.0941176470588235,DataSets\audio\Katy Perry - This Is How We Do.mp3,DataSets\img\Katy Perry - This Is How We Do.npy,128.0,11783.0
3goSVuTt3fDYDP6kRnFwuL,MuVi,0.0833333333333333,0.0555555555555555,0.0555555555555555,0.1111111111111111,0.0,0.3055555555555556,0.1666666666666666,0.0833333333333333,0.1388888888888888,DataSets\audio\Rihanna - Take A Bow.mp3,DataSets\img\Rihanna - Take A Bow.npy,128.0,12927.0
7795WJLVKJoAyVoOtCWqXN,MuVi,0.135593220338983,0.0508474576271186,0.0677966101694915,0.135593220338983,0.0,0.2542372881355932,0.1186440677966101,0.135593220338983,0.1016949152542373,DataSets\audio\Sam Smith - I'm Not The Only One.mp3,DataSets\img\Sam Smith - I'm Not The Only One.npy,128.0,13478.0
561jH07mF1jHuk7KlaeF0s,MuVi,0.1132075471698113,0.0754716981132075,0.0754716981132075,0.1886792452830188,0.1132075471698113,0.1886792452830188,0.1320754716981132,0.0377358490566037,0.0754716981132075,DataSets\audio\Eminem - Mockingbird.mp3,DataSets\img\Eminem - Mockingbird.npy,128.0,14108.0
3TGRqZ0a2l1LRblBkJoaDx,MuVi,0.1415929203539823,0.0884955752212389,0.0707964601769911,0.1946902654867257,0.079646017699115,0.1238938053097345,0.0884955752212389,0.0707964601769911,0.1415929203539823,DataSets\audio\Carly Rae Jepsen - Call Me Maybe.mp3,DataSets\img\Carly Rae Jepsen - Call Me Maybe.npy,128.0,10947.0
4lhqb6JvbHId48OUJGwymk,MuVi,0.0784313725490196,0.0392156862745098,0.0784313725490196,0.0980392156862745,0.0588235294117647,0.1764705882352941,0.196078431372549,0.1372549019607843,0.1372549019607843,DataSets\audio\Avicii - Hey Brother.mp3,DataSets\img\Avicii - Hey Brother.npy,128.0,14552.0
6F5c58TMEs1byxUstkzVeM,MuVi,0.1860465116279069,0.0465116279069767,0.0465116279069767,0.1162790697674418,0.0697674418604651,0.2790697674418604,0.0930232558139534,0.0930232558139534,0.0697674418604651,DataSets\audio\Katy Perry - Roar.mp3,DataSets\img\Katy Perry - Roar.npy,128.0,15137.0
2xnoPV3NLescauc0ZJ1MDZ,MuVi,0.1176470588235294,0.0588235294117647,0.1372549019607843,0.1372549019607843,0.1176470588235294,0.1372549019607843,0.1568627450980392,0.0588235294117647,0.0784313725490196,DataSets\audio\Jennifer Lopez - Dance Again.mp3,DataSets\img\Jennifer Lopez - Dance Again.npy,128.0,23739.0
6epn3r7S14KUqlReYr77hA,MuVi,0.1025641025641025,0.0512820512820512,0.0512820512820512,0.0769230769230769,0.0,0.2051282051282051,0.2051282051282051,0.1282051282051282,0.1794871794871795,DataSets\audio\Justin Bieber - Baby.mp3,DataSets\img\Justin Bieber - Baby.npy,128.0,11929.0
2HHtWyy5CgaQbC7XSoOb0e,MuVi,0.1216216216216216,0.054054054054054,0.1351351351351351,0.1756756756756756,0.1216216216216216,0.1486486486486486,0.081081081081081,0.0675675675675675,0.0945945945945945,DataSets\audio\Survivor - Eye of the Tiger.mp3,DataSets\img\Survivor - Eye of the Tiger.npy,128.0,22674.0
5Me1gCGtrfEJvkpqoX43HK,MuVi,0.1136363636363636,0.0454545454545454,0.0454545454545454,0.1590909090909091,0.0681818181818181,0.2727272727272727,0.1363636363636363,0.1136363636363636,0.0454545454545454,DataSets\audio\Lil Wayne - Mirror (feat. Bruno Mars).mp3,DataSets\img\Lil Wayne - Mirror (feat. Bruno Mars).npy,128.0,13614.0
1mea3bSkSGXuIRvnydlB5b,MuVi,0.1395348837209302,0.0930232558139534,0.0232558139534883,0.2093023255813953,0.0,0.1395348837209302,0.1395348837209302,0.1395348837209302,0.1162790697674418,DataSets\audio\Coldplay - Viva La Vida.mp3,DataSets\img\Coldplay - Viva La Vida.npy,128.0,24215.0
3ovjw5HZZv43SxTwApooCM,MuVi,0.0606060606060606,0.0808080808080808,0.1414141414141414,0.1818181818181818,0.0909090909090909,0.202020202020202,0.101010101010101,0.0606060606060606,0.0808080808080808,DataSets\audio\Scorpions - Wind Of Change.mp3,DataSets\img\Scorpions - Wind Of Change.npy,128.0,30884.0
72jCZdH0Lhg93z6Z4hBjgj,MuVi,0.1206896551724137,0.1206896551724137,0.0172413793103448,0.1034482758620689,0.0517241379310344,0.2241379310344827,0.1034482758620689,0.1724137931034483,0.0862068965517241,DataSets\audio\Taylor Swift - I Knew You Were Trouble..mp3,DataSets\img\Taylor Swift - I Knew You Were Trouble..npy,128.0,12321.0
0FDzzruyVECATHXKHFs9eJ,MuVi,0.1,0.0833333333333333,0.0833333333333333,0.1333333333333333,0.05,0.2666666666666666,0.1666666666666666,0.0833333333333333,0.0333333333333333,DataSets\audio\Coldplay - A Sky Full of Stars.mp3,DataSets\img\Coldplay - A Sky Full of Stars.npy,128.0,27457.0
4JehYebiI9JE8sR8MisGVb,MuVi,0.1176470588235294,0.0784313725490196,0.0392156862745098,0.0980392156862745,0.0588235294117647,0.2156862745098039,0.1568627450980392,0.0980392156862745,0.1372549019607843,DataSets\audio\Beyoncé - Halo.mp3,DataSets\img\Beyoncé - Halo.npy,128.0,26166.0
2FRnf9qhLbvw8fu4IBXx78,MuVi,0.0793650793650793,0.0793650793650793,0.0634920634920634,0.2222222222222222,0.0476190476190476,0.1746031746031746,0.1111111111111111,0.1587301587301587,0.0634920634920634,DataSets\audio\Wham! - Last Christmas.mp3,DataSets\img\Wham! - Last Christmas.npy,128.0,26378.0
7Ie9W94M7OjPoZVV216Xus,MuVi,0.134453781512605,0.0336134453781512,0.1008403361344537,0.0840336134453781,0.0252100840336134,0.2521008403361344,0.2521008403361345,0.0840336134453781,0.0336134453781512,DataSets\audio\Eminem - Not Afraid.mp3,DataSets\img\Eminem - Not Afraid.npy,128.0,13957.0
7o1Pm9jpH0wFpN5g793Lnq,MuVi,0.088235294117647,0.0441176470588235,0.0735294117647058,0.2499999999999999,0.0441176470588235,0.2205882352941176,0.1176470588235294,0.1176470588235294,0.0441176470588235,DataSets\audio\Shakira - Can't Remember to Forget You (feat. Rihanna).mp3,DataSets\img\Shakira - Can't Remember to Forget You (feat. Rihanna).npy,128.0,20754.0
3YRCqOhFifThpSRFJ1VWFM,MuVi,0.0495867768595041,0.0661157024793388,0.1322314049586777,0.165289256198347,0.1239669421487603,0.1652892561983471,0.165289256198347,0.0661157024793388,0.0661157024793388,DataSets\audio\Guns N' Roses - November Rain.mp3,DataSets\img\Guns N' Roses - November Rain.npy,128.0,31320.0
0ARK753YaiJbpLUk7z5yIM,MuVi,0.0952380952380952,0.0714285714285714,0.0476190476190476,0.1666666666666666,0.0,0.2619047619047619,0.1666666666666666,0.0952380952380952,0.0952380952380952,DataSets\audio\Nelly - Dilemma.mp3,DataSets\img\Nelly - Dilemma.npy,128.0,16258.0
7BqBn9nzAq8spo5e7cZ0dJ,MuVi,0.1562499999999999,0.0312499999999999,0.0156249999999999,0.0468749999999999,0.0,0.34375,0.21875,0.171875,0.0156249999999999,DataSets\audio\Bruno Mars - Just the Way You Are.mp3,DataSets\img\Bruno Mars - Just the Way You Are.npy,128.0,22002.0
